File Identification, FILEID, 6, A/N
State/U.S. Abbreviation (USPS), STUSAB, 2, A
Characteristic Iteration, CHARITER, 3, A/N
Characteristic Iteration File Sequence Number, CIFSN, 2, A/N
Logical Record Number, LOGRECNO, 7, N
Total (501; 601–602; 701–702; 704; 706; 801–802; 900–901; 903–904), PCO0070001, 41, 9
- Male, PCO0070002, 41, 9
--- Under 5 years, PCO0070003, 41, 9
--- 5 to 9 years, PCO0070004, 41, 9
--- 10 to 14 years, PCO0070005, 41, 9
--- 15 to 19 years, PCO0070006, 41, 9
--- 20 to 24 years, PCO0070007, 41, 9
--- 25 to 29 years, PCO0070008, 41, 9
--- 30 to 34 years, PCO0070009, 41, 9
--- 35 to 39 years, PCO0070010, 41, 9
--- 40 to 44 years, PCO0070011, 41, 9
--- 45 to 49 years, PCO0070012, 41, 9
--- 50 to 54 years, PCO0070013, 41, 9
--- 55 to 59 years, PCO0070014, 41, 9
--- 60 to 64 years, PCO0070015, 41, 9
--- 65 to 69 years, PCO0070016, 41, 9
--- 70 to 74 years, PCO0070017, 41, 9
--- 75 to 79 years, PCO0070018, 41, 9
--- 80 to 84 years, PCO0070019, 41, 9
--- 85 years and over, PCO0070020, 41, 9
- Female, PCO0070021, 41, 9
--- Under 5 years, PCO0070022, 41, 9
--- 5 to 9 years, PCO0070023, 41, 9
--- 10 to 14 years, PCO0070024, 41, 9
--- 15 to 19 years, PCO0070025, 41, 9
--- 20 to 24 years, PCO0070026, 41, 9
--- 25 to 29 years, PCO0070027, 41, 9
--- 30 to 34 years, PCO0070028, 41, 9
--- 35 to 39 years, PCO0070029, 41, 9
--- 40 to 44 years, PCO0070030, 41, 9
--- 45 to 49 years, PCO0070031, 41, 9
--- 50 to 54 years, PCO0070032, 41, 9
--- 55 to 59 years, PCO0070033, 41, 9
--- 60 to 64 years, PCO0070034, 41, 9
--- 65 to 69 years, PCO0070035, 41, 9
--- 70 to 74 years, PCO0070036, 41, 9
--- 75 to 79 years, PCO0070037, 41, 9
--- 80 to 84 years, PCO0070038, 41, 9
--- 85 years and over, PCO0070039, 41, 9
Total (501), PCO0080001, 41, 9
- Male, PCO0080002, 41, 9
--- Under 5 years, PCO0080003, 41, 9
--- 5 to 9 years, PCO0080004, 41, 9
--- 10 to 14 years, PCO0080005, 41, 9
--- 15 to 19 years, PCO0080006, 41, 9
--- 20 to 24 years, PCO0080007, 41, 9
--- 25 to 29 years, PCO0080008, 41, 9
--- 30 to 34 years, PCO0080009, 41, 9
--- 35 to 39 years, PCO0080010, 41, 9
--- 40 to 44 years, PCO0080011, 41, 9
--- 45 to 49 years, PCO0080012, 41, 9
--- 50 to 54 years, PCO0080013, 41, 9
--- 55 to 59 years, PCO0080014, 41, 9
--- 60 to 64 years, PCO0080015, 41, 9
--- 65 to 69 years, PCO0080016, 41, 9
--- 70 to 74 years, PCO0080017, 41, 9
--- 75 to 79 years, PCO0080018, 41, 9
--- 80 to 84 years, PCO0080019, 41, 9
--- 85 years and over, PCO0080020, 41, 9
- Female, PCO0080021, 41, 9
--- Under 5 years, PCO0080022, 41, 9
--- 5 to 9 years, PCO0080023, 41, 9
--- 10 to 14 years, PCO0080024, 41, 9
--- 15 to 19 years, PCO0080025, 41, 9
--- 20 to 24 years, PCO0080026, 41, 9
--- 25 to 29 years, PCO0080027, 41, 9
--- 30 to 34 years, PCO0080028, 41, 9
--- 35 to 39 years, PCO0080029, 41, 9
--- 40 to 44 years, PCO0080030, 41, 9
--- 45 to 49 years, PCO0080031, 41, 9
--- 50 to 54 years, PCO0080032, 41, 9
--- 55 to 59 years, PCO0080033, 41, 9
--- 60 to 64 years, PCO0080034, 41, 9
--- 65 to 69 years, PCO0080035, 41, 9
--- 70 to 74 years, PCO0080036, 41, 9
--- 75 to 79 years, PCO0080037, 41, 9
--- 80 to 84 years, PCO0080038, 41, 9
--- 85 years and over, PCO0080039, 41, 9
Total (601–602), PCO0090001, 41, 9
- Male, PCO0090002, 41, 9
--- Under 5 years, PCO0090003, 41, 9
--- 5 to 9 years, PCO0090004, 41, 9
--- 10 to 14 years, PCO0090005, 41, 9
--- 15 to 19 years, PCO0090006, 41, 9
--- 20 to 24 years, PCO0090007, 41, 9
--- 25 to 29 years, PCO0090008, 41, 9
--- 30 to 34 years, PCO0090009, 41, 9
--- 35 to 39 years, PCO0090010, 41, 9
--- 40 to 44 years, PCO0090011, 41, 9
--- 45 to 49 years, PCO0090012, 41, 9
--- 50 to 54 years, PCO0090013, 41, 9
--- 55 to 59 years, PCO0090014, 41, 9
--- 60 to 64 years, PCO0090015, 41, 9
--- 65 to 69 years, PCO0090016, 41, 9
--- 70 to 74 years, PCO0090017, 41, 9
--- 75 to 79 years, PCO0090018, 41, 9
--- 80 to 84 years, PCO0090019, 41, 9
--- 85 years and over, PCO0090020, 41, 9
- Female, PCO0090021, 41, 9
--- Under 5 years, PCO0090022, 41, 9
--- 5 to 9 years, PCO0090023, 41, 9
--- 10 to 14 years, PCO0090024, 41, 9
--- 15 to 19 years, PCO0090025, 41, 9
--- 20 to 24 years, PCO0090026, 41, 9
--- 25 to 29 years, PCO0090027, 41, 9
--- 30 to 34 years, PCO0090028, 41, 9
--- 35 to 39 years, PCO0090029, 41, 9
--- 40 to 44 years, PCO0090030, 41, 9
--- 45 to 49 years, PCO0090031, 41, 9
--- 50 to 54 years, PCO0090032, 41, 9
--- 55 to 59 years, PCO0090033, 41, 9
--- 60 to 64 years, PCO0090034, 41, 9
--- 65 to 69 years, PCO0090035, 41, 9
--- 70 to 74 years, PCO0090036, 41, 9
--- 75 to 79 years, PCO0090037, 41, 9
--- 80 to 84 years, PCO0090038, 41, 9
--- 85 years and over, PCO0090039, 41, 9
Total (701–702; 704; 706; 801–802; 900–901; 903–904), PCO0100001, 41, 9
- Male, PCO0100002, 41, 9
--- Under 5 years, PCO0100003, 41, 9
--- 5 to 9 years, PCO0100004, 41, 9
--- 10 to 14 years, PCO0100005, 41, 9
--- 15 to 19 years, PCO0100006, 41, 9
--- 20 to 24 years, PCO0100007, 41, 9
--- 25 to 29 years, PCO0100008, 41, 9
--- 30 to 34 years, PCO0100009, 41, 9
--- 35 to 39 years, PCO0100010, 41, 9
--- 40 to 44 years, PCO0100011, 41, 9
--- 45 to 49 years, PCO0100012, 41, 9
--- 50 to 54 years, PCO0100013, 41, 9
--- 55 to 59 years, PCO0100014, 41, 9
--- 60 to 64 years, PCO0100015, 41, 9
--- 65 to 69 years, PCO0100016, 41, 9
--- 70 to 74 years, PCO0100017, 41, 9
--- 75 to 79 years, PCO0100018, 41, 9
--- 80 to 84 years, PCO0100019, 41, 9
--- 85 years and over, PCO0100020, 41, 9
- Female, PCO0100021, 41, 9
--- Under 5 years, PCO0100022, 41, 9
--- 5 to 9 years, PCO0100023, 41, 9
--- 10 to 14 years, PCO0100024, 41, 9
--- 15 to 19 years, PCO0100025, 41, 9
--- 20 to 24 years, PCO0100026, 41, 9
--- 25 to 29 years, PCO0100027, 41, 9
--- 30 to 34 years, PCO0100028, 41, 9
--- 35 to 39 years, PCO0100029, 41, 9
--- 40 to 44 years, PCO0100030, 41, 9
--- 45 to 49 years, PCO0100031, 41, 9
--- 50 to 54 years, PCO0100032, 41, 9
--- 55 to 59 years, PCO0100033, 41, 9
--- 60 to 64 years, PCO0100034, 41, 9
--- 65 to 69 years, PCO0100035, 41, 9
--- 70 to 74 years, PCO0100036, 41, 9
--- 75 to 79 years, PCO0100037, 41, 9
--- 80 to 84 years, PCO0100038, 41, 9
--- 85 years and over, PCO0100039, 41, 9
